nonstationary level,time series length,observation noise,process noise,evidence,significance_level,bayes factor error
1,200,0.0,0.1,-13.874632913642461,-23.404127840253512,nan
2,200,0.0,0.1,4.210677737475138,0.6207442043397862,nan
0,200,0.1,0.1,-7.6676309005914565,-4.844711650491857,nan
1,200,0.1,0.1,-18.807334414570654,-74.98597518322386,nan
2,200,0.1,0.1,24.727849362953314,0.9966332174799325,nan
0,200,0.2,0.1,2.4302262895594904,0.42855113950197155,nan
1,200,0.2,0.1,-18.798702731099688,-74.83510162824267,nan
2,200,0.2,0.1,-16.805730654247316,-46.92620768700025,nan
0,200,0.3,0.1,-18.45434339098383,-69.05422600049164,nan
1,200,0.3,0.1,-12.104055251920876,-15.23325179942173,nan
2,200,0.3,0.1,-6.918573870143577,-3.918779869856703,nan
0,200,0.1,0.0,-18.808135832213548,-74.99999841463064,nan
1,200,0.1,0.0,-18.785790475367715,-74.60996682982048,nan
2,200,0.1,0.0,-17.188233488427574,-51.33875031542527,nan
0,200,0.1,0.1,38.49044476263752,0.99985843512046,nan
1,200,0.1,0.1,-18.797031657146782,-74.80592748703442,nan
2,200,0.1,0.1,-10.953432376452595,-11.454985826213893,nan
0,200,0.1,0.2,-18.806495739190158,-74.97130278548066,nan
1,200,0.1,0.2,-16.751766595824133,-46.334376360994554,nan
2,200,0.1,0.2,-6.7398587420302665,-3.7204768726184057,nan
0,100,0.1,0.1,-18.220814559509158,-65.38675732353693,nan
1,100,0.1,0.1,-8.758660179175388,-6.513910502520335,nan
2,100,0.1,0.1,-6.073779053129657,-3.0492809031970918,nan
0,200,0.1,0.1,61.911452133521024,0.9999993560460868,nan
1,200,0.1,0.1,-18.783778395139997,-74.57494495192884,nan
2,200,0.1,0.1,3.3121782980468977,0.5335746241163568,nan
0,400,0.1,0.1,-18.808132736975704,-74.99994424908232,nan
1,400,0.1,0.1,-10.046716387754387,-9.108149086743621,nan
2,400,0.1,0.1,106.07415089624718,0.9999999999753064,nan
0,200,0.0,0.1,-16.97920214776495,-48.87928446784166,nan
1,200,0.0,0.1,-18.806994517441794,-74.98002843390516,nan
2,200,0.0,0.1,-16.773926270966236,-46.57651505326164,nan
0,200,0.1,0.1,-16.99156030863054,-49.02142168297738,nan
1,200,0.1,0.1,-11.82703218580835,-14.230116260677963,nan
2,200,0.1,0.1,80.51334897002938,0.9999999911148431,nan
0,200,0.2,0.1,-18.293458677969184,-66.50654290585233,nan
1,200,0.2,0.1,-12.584827989079638,-17.133548529425095,nan
2,200,0.2,0.1,12.99168696502522,0.9497852501561643,nan
0,200,0.3,0.1,13.067889918860464,0.9506586522360365,nan
1,200,0.3,0.1,-10.35669970745782,-9.856003401926243,nan
2,200,0.3,0.1,2.558193381553249,0.4451435207015658,nan
0,200,0.1,0.0,-18.808135763642014,-74.99999721465302,nan
1,200,0.1,0.0,-18.71106065014056,-73.32006229553542,nan
2,200,0.1,0.0,-18.417408109121382,-68.460964740052,nan
0,200,0.1,0.1,-4.4068865924680685,-1.7585995386902504,nan
1,200,0.1,0.1,-16.64439969554975,-45.17851571342417,nan
2,200,0.1,0.1,-17.146946602091276,-50.84354139378377,nan
